L1-icache-load-misses,branch-loads,dTLB-store-misses,L1-dcache-load-misses,bus-cycles,branch-instructions,LLC-load-misses,cpu-cycles,cache-references,dTLB-load-misses,L1-dcache-stores,branch-misses,LLC-stores,iTLB-load-misses,branch-load-misses,LLC-loads,L1-dcache-loads,cache-misses,LLC-store-misses,instructions
476431,4952650,1,38754,35150476,3201726,2410,70371962,18102560,1,18104781,595040,450017,1,567657,450002,18106743,39415,2410,49625764
496559,4757692,1,50114,35192728,3217210,2354,70305389,18124765,1,17691866,596108,349956,1,532276,349961,17691864,39789,2353,49717188
463146,4626027,1,36890,35147385,3197456,3094,70354236,18140785,1,17681379,593033,412782,0,529462,412790,17681379,38057,3112,49744397
412282,4141375,0,34133,35184092,3236477,2083,70351835,18131907,0,15529703,599661,327447,0,464691,327437,15529704,41054,2065,49603440
418401,4311964,1,34915,35156489,3223056,1962,70398767,18138357,1,15881727,596779,306576,1,479065,306614,15881726,39538,1941,49754575
476589,5000255,1,39252,35173247,3215864,2462,70418610,18123191,1,18085449,596150,482244,1,576601,482219,18083473,39784,2498,49658952
481984,4498174,1,40185,35183004,3221357,2179,70309961,18121559,1,18113160,596719,317136,1,500491,317135,18115133,40631,2132,49726923
473755,4098672,4,37780,35172496,3218361,2092,70313587,18108203,4,18167132,597952,313070,0,458933,312653,18167136,39526,2131,49614717
472915,4501351,2,39257,35160210,3217118,2371,70275255,18063829,2,17749133,596771,421315,0,516155,421718,17749133,39339,2353,49331254
411214,4742611,0,34626,35158979,3201574,1464,70354123,18136429,0,15537169,594428,333425,0,523917,333464,15537170,38965,1408,49600651
426252,4735949,0,36066,35192782,3244880,1079,70321968,18107468,0,15752846,597079,331352,0,526296,331372,15752845,39502,1091,49547440
481183,4948471,1,39748,35184888,3213277,3008,70352682,18079582,1,18094424,595524,454362,2,569328,453904,18094422,39154,3087,49488348
475718,4763370,4,38228,35169685,3207448,1814,70334110,18010207,4,18131624,593956,345097,2,529063,345527,18131625,38801,1762,49348755
477859,4737835,4,39068,35167067,3226439,2740,70414683,18122823,4,18111433,597092,335006,2,523992,334998,18111434,39963,2779,49511060
473961,4770810,1,37980,35184117,3194100,2725,70279673,18090122,1,18111425,592106,358049,1,533789,358065,18111423,38037,2717,49602588
479639,4698585,2,39066,35161872,3236287,10458,70331156,17695748,2,18124079,598196,545310,1,538316,545250,18124080,40281,10486,48428451
482355,4754328,0,40146,35208408,3224103,2840,70391195,18127917,0,18084361,598491,351711,0,532825,351721,18084362,41118,2819,49689785
477020,5002160,0,39503,35159633,3205901,3075,70349082,18100090,0,18076516,596281,484553,0,577623,484572,18076516,38952,3076,49580205
477095,4742117,0,38313,35152505,3242263,1729,70299926,18122948,0,18104991,596990,336323,0,525355,336336,18104988,39978,1684,49674385
476723,4740899,0,38456,35144550,3236148,1308,70301004,18109639,0,18116263,595277,332985,0,525518,332993,18116265,39121,1293,49654709
483937,4847204,2,39863,35165882,3226736,2384,70261776,18044029,2,18127286,598010,393676,3,547276,393643,18127285,40400,2457,49335238
481021,4849956,5,40130,35159517,3205181,2656,70289184,18087140,5,18124514,592757,399047,1,548147,399071,18124516,38736,2639,49546824
482652,4754179,2,39460,35173821,3224612,2170,70336686,18117535,2,18122457,597727,348293,0,531200,348271,18122457,39521,2169,49629827
480454,4990887,1,38860,35204652,3216635,3456,70357212,18129140,1,18114966,597046,476797,3,574971,476796,18112992,39587,3466,49693565
471247,4739413,3,38144,35153860,3213490,1663,70389665,18115530,3,17991909,593997,333785,1,527442,333811,17993883,39087,1618,49531147
418827,4745920,1,35856,35215080,3213771,1636,70465396,18126941,1,15528803,594111,335316,1,526264,335321,15526345,38435,1636,49671072
423285,4629218,0,36972,35168546,3221535,2827,70293408,18090628,0,15550600,595537,371123,1,521353,371093,15553058,39598,2885,49583028
477720,4196555,3,38882,35157421,3262392,2340,70351054,18104650,3,18114651,592730,359279,1,474378,359317,18114650,38449,2314,49578641
474673,4225732,4,39472,35166271,3193885,1731,70365194,18082521,4,18030821,591308,298866,2,468634,298884,18030821,37445,1686,49615543
479998,4753356,7,38858,35191025,3173659,1868,70358488,18100530,7,18120181,589571,342403,2,528035,342338,18120182,48006,1910,49554321
483668,4947133,1,40532,35172630,3241136,2726,70311821,18099618,1,18077863,601262,452014,3,567081,452031,18077863,41672,2744,49430117
485312,4748612,0,47183,35220053,3204257,1951,70333635,18150600,0,17713679,597124,339915,2,527369,339911,17713678,39294,1895,49911471
482211,4764127,5,39967,35150012,3219719,2296,70279036,18039726,5,18071600,596920,356339,2,535647,356350,18071601,40303,2342,49379663
471615,4964417,2,37434,35157413,3182973,2875,70309113,18103723,2,18139584,588497,458217,0,568523,458213,18139584,37030,2877,49722617
470019,4741374,3,37023,35213004,3228350,1985,70338257,18120499,3,18121146,595331,334516,2,526218,334527,18121146,39274,1944,49576539
477014,4744371,1,39278,35200779,3217057,1305,70260596,18078508,1,18106128,596140,333742,4,525574,333762,18106126,38497,1285,49492377
474917,4875575,8,38150,35169970,3216541,2428,70356858,18073537,8,18107964,595500,421789,2,556084,421722,18107965,38932,2507,49551041
470589,4815704,0,36868,35149879,3208536,2750,70343749,18126481,0,18148817,594177,379502,1,539817,379514,18147333,38794,2733,49690936
475792,4750670,5,38849,35184555,3178872,1739,70295105,18075431,5,18085547,589847,334224,1,525725,334297,18087032,37204,1679,49507550
479679,4763165,3,39538,35148368,3192350,1901,70286867,18138200,3,18093908,592297,348529,1,530235,348503,18093907,37320,1951,49836833
478610,4933706,3,40249,35202814,3241405,2768,70327762,18119167,3,18077981,598922,446658,1,564345,446620,18077981,40565,2777,49646925
480474,4743141,1,39781,35187049,3215659,1643,70317817,18121807,1,18127047,597484,334626,2,525899,334654,18127048,38736,1592,49695805
480458,4765024,5,39007,35160750,3214962,1841,70430891,18121561,5,18139092,596150,335788,2,525503,335767,18139091,39548,1865,49678875
477566,4893928,1,38917,35144149,3207422,3269,70395071,18142029,1,18091145,593234,431059,0,557790,431093,18091145,38191,3300,49756600
477729,4649545,3,38850,35164075,3233861,2568,70365836,18117501,3,18104564,595174,346156,0,520924,346153,18102554,39920,2542,49578929
422292,4072637,0,36761,35179122,3239463,1703,70281732,17696881,0,15568517,596234,288060,0,450563,288058,15570528,39643,1681,48415572
414582,4191767,0,35167,35210045,3119991,2017,70315022,18117685,0,15527389,581393,315580,0,469906,315491,15527388,34061,2071,49615055
472382,4913103,0,38214,35201094,3204927,3079,70328041,18147611,0,17920914,588177,435571,0,560766,435644,17920916,36370,3062,49819806
476841,4737228,0,37927,35172605,3228625,2397,70274238,18059121,0,18140001,597400,341461,0,526355,341468,18139997,39717,2388,49486982
474434,4772006,2,37830,35223880,3210783,1678,70314142,18120729,2,18122162,594246,334005,1,524335,334023,18120196,39045,1653,49626104
475641,4950150,3,38987,35194296,3238486,2803,70320419,18073500,3,18108843,601851,456348,2,568469,456326,18110812,40610,2844,49501689
485203,4748433,0,40387,35167299,3219675,1896,70346796,18102937,0,18110554,592689,339471,0,529659,339472,18110553,38413,1868,49710939
478672,4738366,0,40092,35164700,3216726,1886,70340446,18101231,0,18040703,594584,335515,1,525839,335483,18040704,39870,1876,49657051
484144,4806233,2,40190,35144920,3244154,2258,70349182,18129177,2,18107602,594547,375426,1,540040,375425,18107601,39936,2310,49719399
477108,4920446,6,38559,35178157,3202036,2996,70289712,18081892,6,18126593,593451,429092,1,559534,429111,18126593,38767,2979,49674227
473709,4737592,5,38288,35166826,3194220,1934,70312156,18137019,5,18119791,594152,335477,3,525821,335514,18119792,37151,1894,49791499
480479,4739327,7,40423,35168980,3225665,1724,70289597,18111623,7,18106482,596544,337853,2,526506,337817,18106482,40622,1746,49672659
423867,4941347,1,35528,35146371,3137199,3339,70371128,18128095,1,15765297,583007,451190,0,565883,451175,15765296,34823,3373,49771108
408650,4741744,3,32659,35226016,3061126,1691,70368911,18161779,3,15536990,572245,335285,0,526548,335312,15536991,29712,1626,49897644
468454,4744522,3,38064,35165092,3189364,1477,70350332,18216955,3,17765185,593661,335351,2,524959,335381,17765184,49960,1474,50174489
472466,4809406,2,38624,35164091,3210050,2267,70287765,18019806,2,18056446,594059,386159,2,543762,385766,18056444,39048,2331,49398312
491275,4863367,6,50985,35211997,3219610,2533,70273532,18077420,6,17662641,596659,406438,3,551197,406807,17661145,39155,2517,49464380
473683,4681659,4,38292,35135827,3241017,1882,70364904,18124236,4,18126342,598308,332202,2,520904,332221,18127840,41270,1873,49519547
478188,4272831,4,38679,35157211,3204656,3421,70381533,18103926,4,18096365,594420,414641,1,492867,414611,18096367,38925,3437,49619623
478727,4124636,2,39368,35167557,3212409,1935,70426431,18129070,2,18076736,594194,305892,0,460092,305908,18076735,38897,1918,49665759
476319,4769286,0,37626,35166275,3224101,2506,70270872,18093537,0,18126095,597160,350663,0,531184,350645,18126095,39274,2516,49439901
475436,4993909,6,39412,35157497,3272366,2703,70338687,18110327,6,18073175,596371,469151,4,573773,469171,18073175,40251,2711,49521938
479379,4768079,3,38978,35178450,3211638,3896,70388466,18127142,3,18081031,596848,364558,1,535091,364551,18081030,38906,3895,49664210
473770,5120925,2,37736,35156823,3252269,3920,70318651,18127294,2,18110958,600174,539121,1,596560,539085,18107934,41975,3924,49822526
478483,5120516,0,38817,35155321,3214884,3309,70324802,18057906,0,18084018,595489,533053,0,597802,533059,18087042,38624,3314,49316912
474477,5107817,0,37684,35146347,3222740,3153,70247648,18043007,0,18121823,597483,526383,0,593588,526388,18119855,40054,3143,49425906
477326,5099224,1,39489,35143031,3234942,3168,70343133,18125893,1,18115814,600048,526444,1,591726,526395,18117781,41055,3176,49818150
473755,5097935,0,37384,35140554,3203979,3125,70317694,18099972,0,18112194,594517,524459,0,592464,524531,18112193,38196,3121,49683852
470710,5096440,1,37333,35167176,3198022,4118,70358140,18128719,1,18114282,587563,530188,2,592023,530167,18114285,36389,4118,49716519
475146,5113015,2,38028,35141215,3234447,3233,70974258,17883878,2,18147134,589126,530954,2,594236,530981,18147133,36278,3230,48893364
483749,5112661,3,40417,35173768,3052412,3463,70315148,18062663,3,18064025,565393,529504,4,595668,529188,18064026,26420,3460,49392350
479073,5120873,4,40107,35202972,3103762,3358,70323138,18136434,4,18085915,569201,535840,0,596306,536172,18085915,28915,3367,49753420
425596,5125096,6,34970,35198348,3087835,3181,70300961,18119091,6,16002931,577163,534941,1,595534,534914,16002932,31685,3178,49603474
415990,5122108,3,34782,35173783,3210024,3590,70355262,18136078,3,15538189,594388,533843,2,596806,533849,15538188,39588,3589,49700257
415382,5077247,4,34272,35179403,3237422,3157,70416591,18100137,4,15514763,595913,517992,2,588921,517907,15514762,39235,3184,49560579
411501,5105145,1,33875,35183642,3219163,3327,70360374,18151050,1,15544133,596280,527928,1,594116,528000,15544134,39941,3303,49769985
466856,5084587,2,38997,35167250,3186611,3060,70313183,18091755,2,17512544,593677,518389,2,589480,518044,17509493,37982,3058,49563126
484491,5121347,3,39571,35193416,3237982,3446,70315777,18094250,3,18075484,598530,533418,1,597935,533752,18078535,40852,3442,49667829
435386,5110909,2,36601,35182134,3219751,3499,70335220,18100631,2,16140808,598022,532265,1,593644,531872,16140808,40271,3520,49568815
416574,5131227,1,34631,35170799,3216743,3318,70453626,18088311,1,15550987,596331,534881,0,597354,534939,15550988,38704,3301,49442367
462421,4368898,0,37716,35202464,3247681,3330,70312931,18104350,0,17408105,592193,461163,1,508350,461412,17408103,38807,3334,49491153
479575,4400404,2,40168,35178524,3200473,3082,70308982,18113398,2,18082303,592505,465935,3,512406,465640,18080327,38114,3076,49608268
479015,1566245,3,38531,31384166,2875464,4283,2931175,657644,3,18133486,531761,173279,1,182345,173672,18135463,36872,4268,1757428
