468782,5133660,1,36955,35209043,3223963,2872,70374046,18121852,1,18123887,598196,536806,2,599912,536859,18125847,40611,2869,49605182,1
480356,4718602,0,39434,35178560,3200936,2829,70498178,18117860,0,18072709,592544,491869,0,548572,491920,18072709,38309,2812,49597858,1
5073,3633111,0,836,35094033,3423738,6,70173107,36727192,0,36763910,57480,7235,0,57670,7200,36763909,786,7,60653441,1
33582,3644718,133,8563,36428612,3491507,6988,70173043,35879884,130,35867737,85139,62856,47,66684,62238,35866651,18373,7279,59460609,1
474200,5115911,1,37808,35184338,3238163,3100,70313470,18120753,1,18158328,600758,529516,1,596167,529515,18158325,41676,3099,49623867,1
477020,5002160,0,39503,35159633,3205901,3075,70349082,18100090,0,18076516,596281,484553,0,577623,484572,18076516,38952,3076,49580205,1
479726,5111806,2,39171,35161150,3227617,3344,70311483,18100231,2,18104245,596817,530289,1,595441,530291,18104245,40451,3342,49537539,1
477108,4920446,6,38559,35178157,3202036,2996,70289712,18081892,6,18126593,593451,429092,1,559534,429111,18126593,38767,2979,49674227,1
477134,4348013,2,38915,35156978,3190190,1866,70298977,18098290,2,18077309,592051,310326,1,483072,310332,18077306,37991,1827,49555926,1
1103902,7916736,0,114511,22932084,3841260,4558,69353208,20030435,0,16314141,392765,939687,0,437113,939662,16317173,82198,4505,49333763,1
1097286,9488417,4,98951,33915848,5649344,5046,30209857,8478880,4,16003421,571730,1259466,2,530398,1259453,16003421,106105,5002,21223204,1
5175,1546097,2,1253,35092870,1376429,20,70170558,20278526,3,20283812,98400,7325,1,97280,7331,20283812,1324,21,60962179,1
474452,5120888,0,39584,35183580,3216889,2838,70276217,18125068,0,18104845,596501,529376,0,595792,529863,18104846,39583,2827,49565320,1
1311373,10812731,2,130596,5856143,979563,4539,31796577,8973684,2,19709344,100654,1280045,4,594386,1280007,19706292,21358,4549,21978656,1
476432,5033502,0,38371,35185929,3195768,3631,70321610,18114995,0,18144061,594028,525585,1,585592,525399,18142072,39005,3658,49619594,1
4973,1547390,4,829,34383941,1347233,16,70171089,20279581,4,20285734,94207,7289,1,89952,7313,20285733,786,16,60963428,1
473716,4867259,1,38321,35120736,3219771,2695,70308182,18072729,1,18126352,595913,406436,2,550250,406483,18126352,39453,2667,49505580,1
477956,5100531,5,38691,35202345,3195744,3185,70340878,18085830,5,18091204,593601,521232,2,590405,521214,18091203,38673,3191,49666688,1
475976,5109779,1,38654,35211811,3218466,3385,70331178,18119744,1,18097257,597868,525085,1,594912,525360,18097258,39962,3375,49766189,1
466478,5122070,4,37004,35163016,3237142,2968,70295818,18121878,4,18113476,598693,529164,1,596126,528660,18113477,39917,2975,49724899,1
5019,1547130,9,799,30311491,1189910,367,70172382,20280627,8,20285329,81149,8678,1,98847,8634,20285330,771,370,60969140,1
180281,3460840,0,19356,34879365,5791089,4138,69397657,20016244,0,2908109,593479,416012,1,196908,416063,2908111,129199,4172,49271941,1
478727,4124636,2,39368,35167557,3212409,1935,70426431,18129070,2,18076736,594194,305892,0,460092,305908,18076735,38897,1918,49665759,1
473683,4681659,4,38292,35135827,3241017,1882,70364904,18124236,4,18126342,598308,332202,2,520904,332221,18127840,41270,1873,49519547,1
423285,4629218,0,36972,35168546,3221535,2827,70293408,18090628,0,15550600,595537,371123,1,521353,371093,15553058,39598,2885,49583028,1
476886,4867417,4,38861,35205741,3222081,3109,70394053,18084865,4,18099519,598462,508628,1,566428,508574,18099519,39621,3119,49479566,1
5810,3634328,0,959,35092852,3422478,121,70171884,36751585,0,36755088,57497,8236,1,58144,8232,36755087,747,120,60688834,1
4994,3631775,0,800,35093541,3423130,569,70171354,36757667,0,36764077,57439,10084,0,57944,10023,36764077,1255,572,60696143,1
4979,1547559,3,870,30344476,1191279,42,70278619,20271669,3,20285221,79899,7792,1,90067,7801,20285221,748,41,60938737,1
473681,5095947,4,39266,35167036,3202822,3741,70284943,18113691,4,18066926,593737,530069,1,591653,530044,18066927,39450,3739,49731711,1
476310,5071673,0,38165,35165346,3243347,3396,70396786,18122871,0,18115224,602936,528558,0,591531,528835,18115223,41525,3391,49641426,1
479679,4763165,3,39538,35148368,3192350,1901,70286867,18138200,3,18093908,592297,348529,1,530235,348503,18093907,37320,1951,49836833,1
469999,4686668,3,38622,35157191,3207027,3479,70332942,18086526,3,18077313,596204,486103,2,542653,486105,18077313,40561,3485,49682898,1
473094,5118258,3,37567,35180537,3210409,3092,70288212,18067757,3,18107713,598324,530671,2,594137,530665,18107713,41295,3107,49425543,1
478621,5084627,2,39976,35196564,3225486,2918,70292957,18124850,2,18086298,596255,517323,1,589050,517323,18086298,40299,2918,49811526,1
4940,1548358,2,824,35120023,1377675,204,70225103,20284808,2,20285365,89898,9311,1,90513,9357,20285364,876,208,60975547,1
480809,5104746,7,40354,35139436,3205858,3860,70384611,18125537,7,18052297,594773,528336,2,593867,528413,18052296,38503,3871,49610415,1
6267,3632180,2,1715,35092977,3422389,131,70181569,36696444,2,36718466,57521,8772,0,58381,8784,36718469,741,129,60599077,1
474326,4376991,1,37587,35162439,3220861,3326,70381535,18118245,1,18136554,593824,462455,1,509703,462480,18136555,40225,3334,49709720,1
477973,4368959,4,38326,35184925,3235545,2954,70248957,17635696,4,18122878,599507,456904,2,507080,456893,18122877,42497,2941,48111425,1
426252,4735949,0,36066,35192782,3244880,1079,70321968,18107468,0,15752846,597079,331352,0,526296,331372,15752845,39502,1091,49547440,1
475751,5123775,1,38976,35167579,3206598,2965,70298265,18066902,1,18111021,595581,527825,1,595675,527512,18111023,39610,2984,49387433,1
